YearStart,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age_Years,Education,Sex,Income,Race_Ethnicity,GeoLocation,StratificationCategory1,Stratification1,US_State,Latitude,Longitude,Region
2013,NJ,New Jersey,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.2,32.2,31.0,33.5,"11,551",Total,,,,,,"    (40.130570048, -74.273691288)",Total,Total,True,40.130570048,-74.273691288,Northeast
2013,NM,New Mexico,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.8,34.8,33.3,36.4,"8,232",Total,,,,,,"    (34.520880952, -106.240580985)",Total,Total,True,34.520880952,-106.240580985,West
2013,NY,New York,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.1,29.1,27.8,30.5,"7,681",Total,,,,,,"    (42.827001032, -75.543970427)",Total,Total,True,42.827001032,-75.543970427,Northeast
2013,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.1,29.1,27.8,30.5,"8,024",Total,,,,,,"    (35.466220975, -79.159250463)",Total,Total,True,35.466220975,-79.159250463,South
2013,ND,North Dakota,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.9,25.9,24.4,27.3,"7,066",Total,,,,,,"    (47.475319779, -100.118421049)",Total,Total,True,47.475319779,-100.118421049,Midwest
2013,OH,Ohio,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.6,31.6,30.3,32.9,"10,686",Total,,,,,,"    (40.060210141, -82.404260056)",Total,Total,True,40.060210141,-82.404260056,Midwest
2013,OK,Oklahoma,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),27.4,27.4,26.1,28.7,"7,582",Total,,,,,,"    (35.472031356, -97.521070214)",Total,Total,True,35.472031356,-97.521070214,South
2013,OR,Oregon,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),42.8,42.8,41.0,44.6,"5,124",Total,,,,,,"    (44.567449424, -120.155031326)",Total,Total,True,44.567449424,-120.155031326,West
2013,PA,Pennsylvania,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.3,29.3,28.2,30.5,"10,014",Total,,,,,,"    (40.793730152, -77.860700294)",Total,Total,True,40.793730152,-77.860700294,Northeast
2013,RI,Rhode Island,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.2,30.2,28.6,31.9,"5,651",Total,,,,,,"    (41.708280193, -71.522470314)",Total,Total,True,41.708280193,-71.522470314,Northeast
2013,SC,South Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.4,30.4,29.1,31.7,"9,577",Total,,,,,,"    (33.998821303, -81.045371207)",Total,Total,True,33.998821303,-81.045371207,South
2013,SD,South Dakota,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.4,35.4,33.5,37.5,"6,397",Total,,,,,,"    (44.353130053, -100.373530637)",Total,Total,True,44.353130053,-100.373530637,Midwest
2013,TN,Tennessee,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),20.6,20.6,19.0,22.4,"4,977",Total,,,,,,"    (35.68094058, -85.774490914)",Total,Total,True,35.68094058,-85.774490914,South
2013,TX,Texas,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),24.8,24.8,23.5,26.2,"9,607",Total,,,,,,"    (31.827240407, -99.426770206)",Total,Total,True,31.827240407,-99.426770206,South
2013,UT,Utah,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.5,33.5,32.5,34.7,"11,504",Total,,,,,,"    (39.360700171, -111.587130635)",Total,Total,True,39.360700171,-111.587130635,West
2013,VT,Vermont,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.1,39.1,37.5,40.8,"5,745",Total,,,,,,"    (43.625381239, -72.517640791)",Total,Total,True,43.625381239,-72.517640791,Northeast
2013,VA,Virginia,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.1,32.1,30.7,33.6,"7,425",Total,,,,,,"    (37.542680674, -78.457890463)",Total,Total,True,37.542680674,-78.457890463,South
2013,WA,Washington,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.9,35.9,34.7,37.2,"10,356",Total,,,,,,"    (47.522278629, -120.47001079)",Total,Total,True,47.522278629,-120.47001079,West
2013,WV,West Virginia,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.3,31.3,29.8,32.8,"5,549",Total,,,,,,"    (38.665510202, -80.712640135)",Total,Total,True,38.665510202,-80.712640135,South
2013,WI,Wisconsin,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.9,31.9,30.0,33.9,"5,606",Total,,,,,,"    (44.393191174, -89.816370742)",Total,Total,True,44.393191174,-89.816370742,Midwest
2013,WY,Wyoming,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve more than 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.7,35.7,34.0,37.5,"5,747",Total,,,,,,"    (43.235541343, -108.109830353)",Total,Total,True,43.235541343,-108.109830353,West
2013,AL,Alabama,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.9,24.9,23.2,26.6,"6,083",Total,,,,,,"    (32.840571122, -86.631860762)",Total,Total,True,32.840571122,-86.631860762,South
2013,AK,Alaska,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,36.0,36.0,33.9,38.1,"4,207",Total,,,,,,"    (64.845079957001, -147.722059036)",Total,Total,True,64.845079957001,-147.722059036,West
2013,AZ,Arizona,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.0,31.0,28.4,33.6,"3,830",Total,,,,,,"    (34.86597028, -111.763811277)",Total,Total,True,34.86597028,-111.763811277,West
2013,AR,Arkansas,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,22.3,22.3,20.5,24.1,"4,774",Total,,,,,,"    (34.748650124, -92.274490743)",Total,Total,True,34.748650124,-92.274490743,South
2013,CA,California,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.2,33.2,31.9,34.5,"10,080",Total,,,,,,"    (37.638640123, -120.999999538)",Total,Total,True,37.638640123,-120.999999538,West
2013,CO,Colorado,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.9,35.9,34.8,37.1,"12,248",Total,,,,,,"    (38.843840757, -106.133610921)",Total,Total,True,38.843840757,-106.133610921,West
2013,CT,Connecticut,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.0,30.0,28.4,31.7,"7,007",Total,,,,,,"    (41.56266102, -72.649840952)",Total,Total,True,41.56266102,-72.649840952,Northeast
2013,DE,Delaware,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.8,31.8,30.0,33.6,"4,877",Total,,,,,,"    (39.008830667, -75.577741168)",Total,Total,True,39.008830667,-75.577741168,South
2013,DC,District of Columbia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.1,35.1,32.8,37.5,"4,358",Total,,,,,,"    (38.890371385, -77.031961127)",Total,Total,True,38.890371385,-77.031961127,South
2013,FL,Florida,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.6,29.6,28.4,30.7,"30,967",Total,,,,,,"    (28.932040377, -81.928960539)",Total,Total,True,28.932040377,-81.928960539,South
2013,GA,Georgia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.7,30.7,29.2,32.3,"7,277",Total,,,,,,"    (32.839681093, -83.627580346)",Total,Total,True,32.839681093,-83.627580346,South
2013,HI,Hawaii,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.0,35.0,33.4,36.7,"7,304",Total,,,,,,"    (21.304850435, -157.857749403)",Total,Total,True,21.304850435,-157.857749403,West
2013,ID,Idaho,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.1,30.1,28.3,32.0,"5,194",Total,,,,,,"    (43.682630005, -114.363730042)",Total,Total,True,43.682630005,-114.363730042,West
2013,IL,Illinois,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.2,30.2,28.3,32.0,"5,255",Total,,,,,,"    (40.485010283, -88.997710178)",Total,Total,True,40.485010283,-88.997710178,Midwest
2013,IN,Indiana,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.6,25.6,24.4,26.8,"9,454",Total,,,,,,"    (39.766910452, -86.149960194)",Total,Total,True,39.766910452,-86.149960194,Midwest
2013,IA,Iowa,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.2,27.2,25.8,28.6,"7,594",Total,,,,,,"    (42.469400913, -93.816490556)",Total,Total,True,42.469400913,-93.816490556,Midwest
2013,KS,Kansas,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.8,26.8,26.1,27.6,"21,947",Total,,,,,,"    (38.3477403, -98.200781227)",Total,Total,True,38.3477403,-98.200781227,Midwest
2013,KY,Kentucky,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.8,25.8,24.4,27.1,"10,037",Total,,,,,,"    (37.645970271, -84.774971048)",Total,Total,True,37.645970271,-84.774971048,South
2013,LA,Louisiana,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.9,25.9,23.8,28.0,"4,944",Total,,,,,,"    (31.312660644, -92.445680071)",Total,Total,True,31.312660644,-92.445680071,South
2013,ME,Maine,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.6,29.6,28.2,31.0,"7,650",Total,,,,,,"    (45.254228894001, -68.985031336)",Total,Total,True,45.254228894001,-68.985031336,Northeast
2013,MD,Maryland,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.0,32.0,30.7,33.3,"12,146",Total,,,,,,"    (39.290580964, -76.609260111)",Total,Total,True,39.290580964,-76.609260111,South
2013,MA,Massachusetts,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.6,32.6,31.3,33.9,"13,340",Total,,,,,,"    (42.27687047, -72.082690675)",Total,Total,True,42.27687047,-72.082690675,Northeast
2013,MI,Michigan,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.8,28.8,27.7,29.9,"12,068",Total,,,,,,"    (44.661319543001, -84.71439027)",Total,Total,True,44.661319543001,-84.71439027,Midwest
2013,MN,Minnesota,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.2,31.2,29.8,32.7,"13,168",Total,,,,,,"    (46.355648736, -94.794200503)",Total,Total,True,46.355648736,-94.794200503,Midwest
2013,MS,Mississippi,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.3,24.3,22.7,25.9,"6,941",Total,,,,,,"    (32.745510099, -89.538030825)",Total,Total,True,32.745510099,-89.538030825,South
2013,MO,Missouri,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.4,26.4,24.8,28.1,"6,735",Total,,,,,,"    (38.635790776, -92.566300053)",Total,Total,True,38.635790776,-92.566300053,Midwest
2013,MT,Montana,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.8,31.8,30.4,33.1,"9,116",Total,,,,,,"    (47.066528972, -109.424420645)",Total,Total,True,47.066528972,-109.424420645,West
2013,NE,Nebraska,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.4,28.4,27.2,29.6,"16,021",Total,,,,,,"    (41.641040988001, -99.365720623)",Total,Total,True,41.641040988001,-99.365720623,Midwest
2013,NV,Nevada,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.8,32.8,30.4,35.4,"4,735",Total,,,,,,"    (39.49324039, -117.071840564)",Total,Total,True,39.49324039,-117.071840564,West
2013,NH,New Hampshire,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.6,32.6,30.9,34.3,"5,905",Total,,,,,,"    (43.655950113, -71.50036092)",Total,Total,True,43.655950113,-71.50036092,Northeast
2013,NJ,New Jersey,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.0,32.0,30.7,33.3,"11,905",Total,,,,,,"    (40.130570048, -74.273691288)",Total,Total,True,40.130570048,-74.273691288,Northeast
2013,NM,New Mexico,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.0,32.0,30.5,33.5,"8,402",Total,,,,,,"    (34.520880952, -106.240580985)",Total,Total,True,34.520880952,-106.240580985,West
2013,NY,New York,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.1,30.1,28.8,31.5,"8,023",Total,,,,,,"    (42.827001032, -75.543970427)",Total,Total,True,42.827001032,-75.543970427,Northeast
2013,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.9,27.9,26.6,29.3,"8,305",Total,,,,,,"    (35.466220975, -79.159250463)",Total,Total,True,35.466220975,-79.159250463,South
2013,ND,North Dakota,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.0,27.0,25.5,28.5,"7,288",Total,,,,,,"    (47.475319779, -100.118421049)",Total,Total,True,47.475319779,-100.118421049,Midwest
2013,OH,Ohio,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.3,28.3,27.1,29.6,"10,964",Total,,,,,,"    (40.060210141, -82.404260056)",Total,Total,True,40.060210141,-82.404260056,Midwest
2013,OK,Oklahoma,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.3,24.3,23.0,25.6,"7,764",Total,,,,,,"    (35.472031356, -97.521070214)",Total,Total,True,35.472031356,-97.521070214,South
2013,OR,Oregon,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.6,31.6,29.9,33.4,"5,302",Total,,,,,,"    (44.567449424, -120.155031326)",Total,Total,True,44.567449424,-120.155031326,West
2013,PA,Pennsylvania,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.1,29.1,27.9,30.3,"10,407",Total,,,,,,"    (40.793730152, -77.860700294)",Total,Total,True,40.793730152,-77.860700294,Northeast
2013,RI,Rhode Island,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.5,29.5,27.8,31.2,"5,795",Total,,,,,,"    (41.708280193, -71.522470314)",Total,Total,True,41.708280193,-71.522470314,Northeast
2013,SC,South Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.0,27.0,25.7,28.3,"9,943",Total,,,,,,"    (33.998821303, -81.045371207)",Total,Total,True,33.998821303,-81.045371207,South
2013,SD,South Dakota,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.7,27.7,25.8,29.6,"6,503",Total,,,,,,"    (44.353130053, -100.373530637)",Total,Total,True,44.353130053,-100.373530637,Midwest
2013,TN,Tennessee,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,19.6,19.6,18.0,21.4,"5,146",Total,,,,,,"    (35.68094058, -85.774490914)",Total,Total,True,35.68094058,-85.774490914,South
2013,TX,Texas,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.4,28.4,27.0,29.9,"9,974",Total,,,,,,"    (31.827240407, -99.426770206)",Total,Total,True,31.827240407,-99.426770206,South
2013,UT,Utah,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.3,32.3,31.2,33.4,"11,749",Total,,,,,,"    (39.360700171, -111.587130635)",Total,Total,True,39.360700171,-111.587130635,West
2013,VT,Vermont,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.3,30.3,28.7,31.9,"5,905",Total,,,,,,"    (43.625381239, -72.517640791)",Total,Total,True,43.625381239,-72.517640791,Northeast
2013,VA,Virginia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.4,32.4,30.9,33.9,"7,663",Total,,,,,,"    (37.542680674, -78.457890463)",Total,Total,True,37.542680674,-78.457890463,South
2013,WA,Washington,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.5,31.5,30.3,32.8,"10,590",Total,,,,,,"    (47.522278629, -120.47001079)",Total,Total,True,47.522278629,-120.47001079,West
2013,WV,West Virginia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,18.6,18.6,17.3,19.9,"5,752",Total,,,,,,"    (38.665510202, -80.712640135)",Total,Total,True,38.665510202,-80.712640135,South
2013,WI,Wisconsin,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.8,29.8,27.9,31.8,"5,724",Total,,,,,,"    (44.393191174, -89.816370742)",Total,Total,True,44.393191174,-89.816370742,Midwest
2013,WY,Wyoming,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.6,28.6,27.0,30.4,"5,958",Total,,,,,,"    (43.235541343, -108.109830353)",Total,Total,True,43.235541343,-108.109830353,West
2013,AL,Alabama,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31.5,31.5,29.8,33.2,"6,164",Total,,,,,,"    (32.840571122, -86.631860762)",Total,Total,True,32.840571122,-86.631860762,South
2013,AK,Alaska,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.3,22.3,20.5,24.2,"4,275",Total,,,,,,"    (64.845079957001, -147.722059036)",Total,Total,True,64.845079957001,-147.722059036,West
2013,AZ,Arizona,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.2,25.2,22.8,27.8,"3,910",Total,,,,,,"    (34.86597028, -111.763811277)",Total,Total,True,34.86597028,-111.763811277,West
2013,AR,Arkansas,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,34.4,34.4,32.5,36.3,"4,871",Total,,,,,,"    (34.748650124, -92.274490743)",Total,Total,True,34.748650124,-92.274490743,South
2013,CA,California,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,21.4,21.4,20.3,22.6,"10,190",Total,,,,,,"    (37.638640123, -120.999999538)",Total,Total,True,37.638640123,-120.999999538,West
2013,CO,Colorado,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,17.9,17.9,17.1,18.9,"12,370",Total,,,,,,"    (38.843840757, -106.133610921)",Total,Total,True,38.843840757,-106.133610921,West
2013,CT,Connecticut,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.9,24.9,23.4,26.4,"7,121",Total,,,,,,"    (41.56266102, -72.649840952)",Total,Total,True,41.56266102,-72.649840952,Northeast
2013,DE,Delaware,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.8,27.8,26.1,29.5,"4,926",Total,,,,,,"    (39.008830667, -75.577741168)",Total,Total,True,39.008830667,-75.577741168,South
2013,DC,District of Columbia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,19.5,19.5,17.6,21.5,"4,429",Total,,,,,,"    (38.890371385, -77.031961127)",Total,Total,True,38.890371385,-77.031961127,South
2013,FL,Florida,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.7,27.7,26.6,28.9,"31,527",Total,,,,,,"    (28.932040377, -81.928960539)",Total,Total,True,28.932040377,-81.928960539,South
2013,GA,Georgia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.2,27.2,25.8,28.6,"7,381",Total,,,,,,"    (32.839681093, -83.627580346)",Total,Total,True,32.839681093,-83.627580346,South
2013,HI,Hawaii,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.1,22.1,20.7,23.6,"7,368",Total,,,,,,"    (21.304850435, -157.857749403)",Total,Total,True,21.304850435,-157.857749403,West
2013,ID,Idaho,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.7,23.7,22.0,25.4,"5,260",Total,,,,,,"    (43.682630005, -114.363730042)",Total,Total,True,43.682630005,-114.363730042,West
2013,IL,Illinois,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.1,25.1,23.5,26.8,"5,305",Total,,,,,,"    (40.485010283, -88.997710178)",Total,Total,True,40.485010283,-88.997710178,Midwest
2013,IN,Indiana,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31.0,31.0,29.8,32.3,"9,584",Total,,,,,,"    (39.766910452, -86.149960194)",Total,Total,True,39.766910452,-86.149960194,Midwest
2013,IA,Iowa,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,28.5,28.5,27.1,29.9,"7,678",Total,,,,,,"    (42.469400913, -93.816490556)",Total,Total,True,42.469400913,-93.816490556,Midwest
2013,KS,Kansas,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.5,26.5,25.8,27.3,"22,177",Total,,,,,,"    (38.3477403, -98.200781227)",Total,Total,True,38.3477403,-98.200781227,Midwest
2013,KY,Kentucky,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,30.2,30.2,28.8,31.6,"10,156",Total,,,,,,"    (37.645970271, -84.774971048)",Total,Total,True,37.645970271,-84.774971048,South
2013,LA,Louisiana,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,32.2,32.2,30.2,34.3,"5,026",Total,,,,,,"    (31.312660644, -92.445680071)",Total,Total,True,31.312660644,-92.445680071,South
2013,ME,Maine,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.3,23.3,22.0,24.5,"7,724",Total,,,,,,"    (45.254228894001, -68.985031336)",Total,Total,True,45.254228894001,-68.985031336,Northeast
2013,MD,Maryland,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.3,25.3,24.1,26.5,"12,261",Total,,,,,,"    (39.290580964, -76.609260111)",Total,Total,True,39.290580964,-76.609260111,South
2013,MA,Massachusetts,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.5,23.5,22.4,24.7,"13,532",Total,,,,,,"    (42.27687047, -72.082690675)",Total,Total,True,42.27687047,-72.082690675,Northeast
2013,MI,Michigan,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.4,24.4,23.4,25.5,"12,214",Total,,,,,,"    (44.661319543001, -84.71439027)",Total,Total,True,44.661319543001,-84.71439027,Midwest
2013,MN,Minnesota,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.5,23.5,22.1,24.9,"13,323",Total,,,,,,"    (46.355648736, -94.794200503)",Total,Total,True,46.355648736,-94.794200503,Midwest
2013,MS,Mississippi,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,38.1,38.1,36.4,39.8,"7,009",Total,,,,,,"    (32.745510099, -89.538030825)",Total,Total,True,32.745510099,-89.538030825,South
2013,MO,Missouri,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,28.3,28.3,26.7,29.9,"6,793",Total,,,,,,"    (38.635790776, -92.566300053)",Total,Total,True,38.635790776,-92.566300053,Midwest
2013,MT,Montana,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.5,22.5,21.4,23.7,"9,218",Total,,,,,,"    (47.066528972, -109.424420645)",Total,Total,True,47.066528972,-109.424420645,West
2013,NE,Nebraska,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.3,25.3,24.2,26.4,"16,158",Total,,,,,,"    (41.641040988001, -99.365720623)",Total,Total,True,41.641040988001,-99.365720623,Midwest
2013,NV,Nevada,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.7,23.7,21.5,26.0,"4,799",Total,,,,,,"    (39.49324039, -117.071840564)",Total,Total,True,39.49324039,-117.071840564,West
